Loan_ID,Loan_Amount,Loan_Term,Interest_Rate,Age,Income,Credit_Score,Loan_Status
L2659,24545.294608872497,36,7.83,46,7609,478,0
L2660,14745.241379571058,48,7.27,34,4571,470,0
L2661,7200.039107241872,60,5.27,39,2232,643,0
L2662,38109.88441440658,36,7.4,41,11814,486,0
L2663,15006.533121366127,12,7.41,41,4652,526,0
L2664,26613.04777542359,12,6.5,29,8250,565,1
L2665,10374.249896456033,24,7.28,33,3216,491,0
L2666,17867.83898522076,48,8.87,61,5539,425,0
L2667,8132.302235374893,60,3.11,64,2521,773,0
L2668,48142.19696974808,36,8.96,57,14924,398,0
L2669,42019.583069414264,12,5.49,58,13026,643,0
L2670,16342.024246096473,36,6.52,44,5066,542,0
L2671,43197.00881947846,60,10.49,58,13391,319,0
L2672,7548.428096301964,36,5.96,31,2340,658,0
L2673,41729.258911864184,48,3.91,49,12936,732,1
L2674,45606.69932714409,24,4.1,64,14138,786,1
L2675,45580.89273536186,36,6.41,58,14130,629,1
L2676,33064.695720980824,24,7.03,61,10250,606,1
L2677,16945.253329006075,60,7.97,37,5253,484,0
L2678,21551.72996213394,24,6.08,46,6681,634,1
L2679,24622.714384219184,36,3.79,46,7633,805,1
L2680,7232.297346969659,36,3.18,32,2242,762,0
L2681,7183.90998737798,12,10.02,38,2227,302,0
L2682,28074.3460350923,36,8.31,29,8703,474,0
L2683,47758.32391698742,24,3.02,23,14805,832,1
L2684,14845.241922727195,12,6.34,30,4602,597,1
L2685,33284.051751129766,36,9.27,63,10318,417,0
L2686,20742.048144966506,36,6.66,22,6430,505,0
L2687,22106.57168545186,60,7.76,28,6853,434,0
L2688,37493.75203560587,12,6.57,63,11623,502,0
L2689,13445.234318541276,60,9.45,38,4168,334,0
L2690,45648.635038790206,60,10.19,59,14151,329,0
L2691,15316.212222752873,60,4.41,51,4748,727,1
L2692,10671.025701951665,48,5.81,34,3308,556,1
L2693,39732.473872714225,60,4.65,59,12317,680,1
L2694,11590.38553419357,24,8.39,53,3593,481,0
L2695,46035.73391552364,36,7.4,49,14271,507,0
L2696,11267.803136915709,48,5.23,64,3493,738,1
L2697,39426.02059530026,60,6.28,53,12222,641,1
L2698,43367.97749003572,36,4.99,55,13444,677,1
L2699,46942.190451874434,12,5.02,22,14552,710,1
L2700,31880.81832297107,12,3.63,55,9883,826,1
L2701,21861.409063520685,36,5.59,52,6777,682,1
L2702,27219.50268230597,24,3.74,56,8438,764,1
L2703,29380.804744067642,36,4.55,43,9108,692,1
L2704,33671.1506278632,36,8.37,25,10438,450,0
L2705,47455.09646354623,48,5.91,36,14711,668,0
L2706,9941.989484103697,12,8.38,60,3082,406,0
L2707,37655.0432342448,12,7.79,44,11673,438,0
L2708,6483.90618528502,60,7.04,60,2010,579,0
L2709,12922.650834951139,36,9.36,48,4006,371,0
L2710,43977.65822089088,36,3.26,45,13633,804,1
L2711,17835.580745492975,24,8.62,27,5529,405,0
L2712,13845.236491165824,12,4.55,58,4292,800,0
L2713,9496.825775860249,24,8.4,27,2944,458,0
L2714,34277.605534745584,48,7.46,42,10626,449,0
L2715,44138.94941952982,60,9.3,42,13683,313,0
L2716,26606.59612747803,24,9.36,47,8248,304,0
L2717,13835.559019247488,12,7.17,53,4289,572,1
L2718,17235.57748655615,48,5.95,52,5343,637,0
L2719,14729.112259707164,36,8.13,59,4566,510,0
L2720,12125.872313674821,48,4.98,52,3759,626,1
L2721,23106.577117013232,24,3.17,21,7163,765,1
L2722,18951.715840074376,12,9.25,30,5875,378,0
L2723,13638.783756907993,24,7.21,24,4228,476,0
L2724,33738.89293129156,36,8.6,49,10459,431,0
L2725,29093.706410490344,36,6.68,27,9019,591,0
L2726,39967.95902272706,12,4.77,58,12390,677,1
L2727,44771.210918194425,60,5.59,26,13879,715,1
L2728,20893.6618716871,48,6.14,31,6477,643,1
L2729,25538.84839248831,48,4.91,29,7917,676,1
L2730,8109.721467565443,36,3.65,50,2514,784,0
L2731,12074.259130110362,24,8.49,42,3743,445,0
L2732,35874.388401271,24,3.0,59,11121,831,1
L2733,45558.31196755241,60,5.78,29,14123,595,0
L2734,31793.72107570605,24,5.82,58,9856,644,1
L2735,11122.64105814067,48,4.19,53,3448,696,1
L2736,18990.42572774772,24,4.94,46,5887,774,1
L2737,7090.3610921674,60,3.0,36,2198,824,0
L2738,39506.66619461972,48,9.08,29,12247,345,0
L2739,12193.614617103172,24,3.99,43,3780,727,0
L2740,22258.185412172457,48,7.39,35,6900,522,0
L2741,20716.241553184278,36,8.72,39,6422,322,0
L2742,38403.434395929435,36,9.91,62,11905,366,0
L2743,24880.780302041472,36,3.46,36,7713,782,1
L2744,24977.55502122483,24,8.17,45,7743,505,0
L2745,42851.845654391145,60,6.17,55,13284,557,1
L2746,17754.935146173506,48,3.09,33,5504,845,1
L2747,31200.16946471478,12,7.12,27,9672,552,0
L2748,14732.338083679942,36,7.75,54,4567,488,0
L2749,35874.388401271,36,8.0,34,11121,452,0
L2750,21371.083819658335,12,9.5,43,6625,376,0
L2751,29322.739912557627,12,3.08,43,9090,839,1
L2752,23716.25784786839,24,4.94,37,7352,668,0
L2753,11029.092162930092,48,8.4,33,3419,453,0
L2754,39345.37499598079,36,8.82,47,12197,454,0
L2755,37167.943814355225,60,6.7,22,11522,570,1
L2756,14700.079843952157,24,3.08,57,4557,808,1
L2757,31838.88261132495,24,5.54,50,9870,689,1
L2758,7816.171486042589,60,9.56,24,2423,367,0
L2759,6932.295717501248,60,7.77,50,2149,431,0
L2760,44048.62634829201,60,6.34,23,13655,564,1
L2761,37758.26960137371,12,6.42,34,11705,519,0
L2762,41635.71001665361,36,5.43,31,12907,588,0
L2763,42532.48908108607,12,9.51,60,13185,378,0
L2764,32564.693005200137,36,5.63,43,10095,619,1
L2765,6896.8116538006825,12,5.48,61,2138,617,0
L2766,29242.09431323816,48,3.31,52,9065,786,1
L2767,44893.79222916001,36,4.15,23,13917,690,1
L2768,12483.938774653247,24,10.37,62,3870,338,0
L2769,13100.071153453962,36,7.13,21,4061,498,0
L2770,39313.116756253,36,7.9,29,12187,404,0
L2771,41967.96988584981,36,4.28,29,13010,806,1
L2772,32645.338604519602,48,6.22,32,10120,628,0
L2773,39048.599190485154,12,6.36,21,12105,607,1
L2774,32842.1138668591,24,6.71,36,10181,521,0
L2775,20258.174549049712,12,9.38,50,6280,326,0
L2776,24825.941294504235,12,8.68,28,7696,450,0
L2777,8845.209333358967,60,8.0,30,2742,472,0
L2778,27174.341146687068,48,9.3,53,8424,321,0
L2779,19938.81797574463,60,3.0,58,6181,844,1
L2780,46532.51080733155,48,5.76,61,14425,693,1
L2781,44287.33732227763,12,10.21,42,13729,346,0
L2782,33122.760552490836,12,8.76,36,10268,424,0
L2783,12874.26347535946,48,6.08,39,3991,634,0
L2784,23406.578746481646,12,6.28,31,7256,594,1
L2785,18403.32576470201,12,4.12,31,5705,836,1
L2786,42626.03797629664,24,3.55,34,13214,837,1
L2787,9729.08510190031,60,5.33,59,3016,596,1
L2788,33187.27703194641,60,8.52,46,10288,343,0
L2789,9658.116974499178,60,10.54,64,2994,321,0
L2790,37890.52838425763,36,7.95,40,11746,525,0
L2791,28842.092140613615,24,3.14,40,8941,848,1
L2792,36206.648270467194,60,4.64,25,11224,673,1
L2793,33142.11549632751,60,10.0,21,10274,303,0
L2794,37829.23772877484,24,10.11,31,11727,323,0
L2795,21048.501422380476,12,4.88,30,6525,621,0
L2796,23254.96501976105,60,3.8,48,7209,838,1
L2797,8103.269819619885,12,5.17,54,2512,671,0
L2798,12651.681621237736,60,5.25,33,3922,664,0
L2799,11925.871227362546,48,8.89,64,3697,368,0
L2800,44119.59447569314,36,4.37,45,13677,771,1
L2801,41135.70730087292,60,3.0,43,12752,804,1
L2802,12625.875029455507,48,6.19,56,3914,612,1
L2803,21783.989288174,24,8.08,32,6753,371,0
L2804,28438.864144016286,48,7.44,22,8816,545,0
L2805,45703.47404632744,24,9.61,40,14168,372,0
L2806,34961.48021697465,60,3.0,36,10838,827,1
L2807,9022.629651861791,24,8.6,34,2797,339,0
L2808,33122.760552490836,48,9.9,22,10268,338,0
L2809,26529.176352131344,36,9.13,36,8224,355,0
L2810,28054.99109125563,12,8.59,24,8697,471,0
L2811,41532.48364952469,12,5.82,63,12875,601,1
L2812,35267.93349438862,36,4.45,33,10933,789,1
L2813,10403.28231221104,12,3.54,58,3225,731,1
L2814,24406.584178043016,60,10.38,21,7566,303,0
L2815,46432.51026417541,60,6.98,29,14394,560,1
L2816,35987.29224031825,48,3.08,41,11156,848,1
L2817,25554.9775123522,48,5.58,38,7922,709,1
L2818,48300.26234441423,24,7.46,63,14973,564,0
L2819,22696.897472470348,48,10.56,52,7036,314,0
L2820,33880.82918609381,60,8.98,54,10503,387,0
L2821,14987.178177529455,48,8.69,40,4646,398,0
L2822,31238.879352388125,12,6.71,63,9684,516,0
L2823,15261.373215215637,24,4.09,22,4731,709,1
L2824,34916.31868135575,24,7.61,24,10824,490,0
L2825,48242.19751290422,60,6.5,58,14955,514,0
L2826,21593.665673780062,48,8.89,27,6694,326,0
L2827,24338.841874614664,12,7.33,42,7545,481,0
L2828,18325.905989355324,48,7.27,40,5681,458,0
L2829,7787.1390702875815,36,7.02,55,2414,529,0
L2830,43219.58958728791,48,7.28,24,13398,534,0
L2831,37851.81849658429,60,5.46,40,11734,685,1
L2832,35364.708213571976,48,3.33,55,10963,829,1
L2833,20900.113519632658,24,6.38,53,6479,583,1
L2834,29674.354725590496,12,8.95,41,9199,370,0
L2835,41222.804548137945,60,3.08,34,12779,803,1
L2836,34445.34838133007,36,7.51,51,10678,514,0
L2837,38616.33877813282,12,8.74,42,11971,416,0
L2838,30748.554108525776,12,8.15,50,9532,399,0
L2839,27119.50213914983,24,6.6,49,8407,594,1
L2840,30029.195362596143,24,8.39,56,9309,476,0
L2841,32971.14682577024,24,8.43,62,10221,431,0
L2842,33293.7292230481,60,8.41,49,10321,356,0
L2843,32080.819409283344,48,9.38,27,9945,312,0
L2844,23190.448540305475,12,6.66,52,7189,492,0
L2845,20045.270166846327,48,3.12,33,6214,809,1
L2846,14109.75405693367,48,7.4,33,4374,452,0
L2847,19300.104829134463,24,9.71,34,5983,322,0
L2848,43009.9110290573,48,9.36,26,13333,329,0
L2849,7119.3935079224075,12,5.72,36,2207,668,0
L2850,46380.89708061095,12,4.73,61,14378,690,1
L2851,46474.44597582153,36,5.32,41,14407,609,0
L2852,32706.629260002395,60,4.35,64,10139,700,1
L2853,36042.13124785548,48,5.57,36,11173,652,0
L2854,20329.142676450843,60,8.96,25,6302,365,0
L2855,47397.03163203622,60,6.9,44,14693,465,0
L2856,28745.317421430256,60,3.16,63,8911,791,1
L2857,28032.41032344618,60,7.23,21,8690,479,0
L2858,39880.86177546204,12,3.54,30,12363,843,1
L2859,6809.714406535661,48,10.14,63,2111,316,0
L2860,29525.96682284268,36,8.71,55,9153,425,0
L2861,21642.05303337174,60,9.5,51,6709,381,0
L2862,22709.800768361463,36,10.14,35,7040,339,0
L2863,10996.833923202305,12,6.29,31,3409,518,0
L2864,35151.80383136859,12,7.6,29,10897,481,0
L2865,25393.68631371327,24,3.71,22,7872,737,1
L2866,32684.048492192946,60,3.0,64,10132,829,1
L2867,26693.693374743056,24,8.2,50,8275,460,0
L2868,41842.16275091144,36,7.75,36,12971,486,0
L2869,29009.8349871981,48,4.72,21,8993,653,0
L2870,19996.882807254646,24,5.71,26,6199,674,1
L2871,14838.790274781637,12,4.62,31,4600,766,0
L2872,41313.127619375744,60,6.15,53,12807,540,0
L2873,22119.474981342977,36,5.94,37,6857,633,1
L2874,42471.19842560327,12,10.18,54,13166,347,0
L2875,31632.429877067116,48,7.69,60,9806,410,0
L2876,28403.38008031572,60,7.92,45,8805,403,0
L2877,30638.876093451305,48,4.63,42,9498,762,1
L2878,22706.574944388685,48,8.64,46,7039,373,0
L2879,35609.87083550315,60,6.84,47,11039,616,1
L2880,15945.247897444704,60,10.11,58,4943,301,0
L2881,32474.369933962334,48,5.2,29,10067,671,0
L2882,43264.75112290681,36,3.7,57,13412,768,1
L2883,33419.53635798647,60,9.24,25,10360,309,0
L2884,28064.668563173967,12,4.9,38,8700,722,1
L2885,9625.858734771393,24,6.85,42,2984,557,0
L2886,10022.635083423163,36,3.65,32,3107,775,1
L2887,41158.28806868237,60,7.66,64,12759,544,0
L2888,33219.5352716742,60,6.2,42,10298,636,1
L2889,30425.971711247916,36,3.31,26,9432,787,1
L2890,41603.451776925824,24,9.86,56,12897,372,0
L2891,39580.86014599363,48,10.34,47,12270,304,0
L2892,44548.6290640727,12,4.91,35,13810,761,1
L2893,20458.17563536199,60,4.58,37,6342,665,1
L2894,42467.97260163049,24,3.0,23,13165,794,1
L2895,11461.352575282426,12,7.16,30,3553,516,0
L2896,12909.747539060025,36,7.11,45,4002,513,0
L2897,32593.725420955147,60,6.56,41,10104,624,0
L2898,8054.882460028206,48,5.36,60,2497,609,0
L2899,22416.25078683861,36,8.46,29,6949,337,0
L2900,47067.9975868128,60,9.18,44,14591,360,0
L2901,11035.543810875648,24,8.06,52,3421,394,0
L2902,17658.160426990147,12,6.07,23,5474,532,0
L2903,47106.707474486146,12,3.0,53,14603,847,1
L2904,25742.075302773363,60,3.0,63,7980,812,1
L2905,20558.176178518126,36,7.76,32,6373,449,0
L2906,34622.76869983289,48,4.77,49,10733,770,1
L2907,30032.421186568925,24,7.72,41,9310,514,0
L2908,35419.54722110921,60,4.96,59,10980,698,0
L2909,34022.76544089607,24,9.67,54,10547,305,0
L2910,24654.972623946967,12,8.79,53,7643,380,0
L2911,45697.02239838189,48,8.29,52,14166,488,0
L2912,36832.458121186246,24,9.99,40,11418,327,0
L2913,33680.82809978154,60,7.54,23,10441,434,0
L2914,46419.60696828429,48,6.95,24,14390,604,0
L2915,26380.78844938353,36,4.25,37,8178,794,1
L2916,43829.27031814307,60,5.46,37,13587,579,0
L2917,45680.89327851799,24,8.89,39,14161,379,0
L2918,8164.560475102679,48,5.31,24,2531,690,0
L2919,34677.60770737013,60,8.82,49,10750,314,0
L2920,11674.256957485815,48,6.81,37,3619,522,0
L2921,10616.186694414428,48,6.86,42,3291,565,1
L2922,16529.122036517634,48,6.52,22,5124,619,1
L2923,22193.668932716882,24,9.52,62,6880,405,0
L2924,19719.461945595685,60,5.97,32,6113,552,1
L2925,36513.10154788117,12,7.66,31,11319,498,0
L2926,46577.67234295045,12,9.97,60,14439,355,0
L2927,19067.845503094406,24,5.23,49,5911,706,1
L2928,29545.321766679353,24,4.68,40,9159,737,1
L2929,10022.635083423163,48,3.6,25,3107,756,0
L2930,23958.19464582679,60,4.56,45,7427,776,1
L2931,23451.740282100545,60,5.67,54,7270,646,1
L2932,47858.32446014356,36,3.04,32,14836,785,1
L2933,27406.60047272713,36,6.22,48,8496,662,1
L2934,11893.61298763476,12,8.21,54,3687,511,0
L2935,25764.656070582812,36,4.5,26,7987,736,1
L2936,20874.30692785043,36,8.65,39,6471,442,0
L2937,46758.318485426054,12,6.49,32,14495,584,1
L2938,24777.553934912557,12,8.86,45,7681,369,0
L2939,47571.22612656626,36,3.11,33,14747,827,1
L2940,17661.38625096293,60,6.94,37,5475,609,1
L2941,14764.59632340773,36,6.34,32,4577,562,1
L2942,14619.434244632692,48,9.12,23,4532,359,0
L2943,20054.94763876466,48,3.0,44,6217,821,1
L2944,28829.1888447225,48,5.53,28,8937,608,1
L2945,12996.844786325048,24,3.1,56,4029,819,1
L2946,36564.71473144562,48,5.96,46,11335,681,1
L2947,46897.028916255535,60,5.42,28,14538,640,1
L2948,25671.10717537223,24,3.13,52,7958,848,1
L2949,23929.16223007178,24,8.93,52,7418,383,0
L2950,26419.498337056873,48,7.13,21,8190,533,0
L2951,31496.945270210414,36,7.53,23,9764,539,0
L2952,44951.85706067002,12,9.39,21,13935,403,0
L2953,44458.305992834896,36,6.49,35,13782,524,0
L2954,45129.27737917285,36,7.12,40,13990,578,0
L2955,38513.11241100391,24,5.07,23,11939,692,1
L2956,21996.893670377387,24,5.37,35,6819,728,1
L2957,25545.300040433867,24,5.69,57,7919,701,1
L2958,33577.60173265262,60,9.09,41,10409,345,0
L2959,15516.213309065148,60,3.77,62,4810,813,0
L2960,17467.83681259621,12,8.43,59,5415,475,0
L2961,25651.75223153556,24,5.08,43,7952,665,1
L2962,23977.54958966346,48,6.81,60,7433,472,0
L2963,11987.161882845341,24,5.81,55,3716,603,1
L2964,48035.74477864638,60,7.72,38,14891,451,0
L2965,31925.97985858997,24,6.11,37,9897,650,0
L2966,7383.911073690254,60,8.36,51,2289,391,0
L2967,21603.343145698396,24,8.66,46,6697,460,0
L2968,43419.590673600185,48,8.66,42,13460,405,0
L2969,41726.03308789141,12,8.77,56,12935,402,0
L2970,8416.174744979411,48,8.85,55,2609,431,0
L2971,14042.01175350532,60,5.54,31,4353,588,1
L2972,31113.07221744976,36,3.2,47,9645,757,1
L2973,8177.463770993793,48,7.74,54,2535,400,0
L2974,17067.83463997166,24,8.69,38,5291,320,0
L2975,18571.068611286497,12,7.17,47,5757,548,0
L2976,35316.320853980294,24,6.98,24,10948,491,0
L2977,29538.870118733794,24,6.69,37,9157,612,1
L2978,18867.84441678213,48,8.55,26,5849,467,0
L2979,32480.821581907894,12,7.46,62,10069,470,0
L2980,34016.31379295052,36,6.58,31,10545,515,0
L2981,22032.377734077952,24,3.52,25,6830,808,1
L2982,45429.279008641264,12,8.34,38,14083,473,0
L2983,20419.465747688646,36,3.56,45,6330,835,1
L2984,33861.47424225714,24,3.84,30,10497,707,1
L2985,23319.48149921662,12,3.0,61,7229,800,1
L2986,16112.990744029192,48,7.39,36,4995,437,0
L2987,44838.953221622774,24,8.32,30,13900,398,0
L2988,28935.641035824192,24,9.25,30,8970,356,0
L2989,13593.622221289092,12,7.44,56,4214,546,0
L2990,46258.31576964536,24,7.84,41,14340,406,0
L2991,36777.61911364901,36,8.59,34,11401,347,0
L2992,7338.7495380713535,24,7.04,28,2275,585,0
L2993,26300.142850064065,60,10.16,21,8153,345,0
L2994,27590.47243917551,36,5.04,36,8553,695,1
L2995,33348.56823058534,12,8.96,46,10338,419,0
L2996,17896.871400975768,36,8.82,62,5548,359,0
L2997,28942.09268376975,60,8.94,26,8972,446,0
L2998,48119.616201938625,60,4.48,59,14917,796,1
L2999,39177.632149396304,24,9.11,22,12145,417,0
L3000,9196.824146391837,24,5.95,29,2851,536,0
L3001,21042.04977443492,48,7.21,25,6523,517,0
L3002,34448.57420530285,36,7.39,60,10679,423,0
L3003,11461.352575282426,48,6.95,25,3553,562,1
L3004,12132.323961620377,60,7.13,28,3761,469,0
L3005,43145.395635914,24,5.27,25,13375,691,1
L3006,34758.2533066896,24,7.21,25,10775,449,0
L3007,28384.02513647905,24,7.33,37,8799,545,0
L3008,48074.454666319725,12,4.08,29,14903,800,1
L3009,20354.94926823307,60,6.51,54,6310,490,0
L3010,21306.567340202764,24,8.3,53,6605,473,0
L3011,34522.76815667676,60,7.07,42,10702,471,0
L3012,31471.138678428186,24,4.88,41,9756,637,0
L3013,46171.218522380346,36,4.75,63,14313,710,1
L3014,18751.7147537621,60,9.19,35,5813,369,0
L3015,40103.443629583766,48,7.87,21,12432,397,0
L3016,39813.119472033686,12,3.03,27,12342,816,1
L3017,25454.976969196065,48,7.39,43,7891,484,0
L3018,28671.123470056347,60,5.61,26,8888,712,1
L3019,26432.401632947985,24,4.67,40,8194,677,0
L3020,32732.435851784627,60,9.26,46,10147,311,0
L3021,16780.736306394367,12,5.09,62,5202,708,1
L3022,7554.879744247521,60,5.12,32,2342,717,0
L3023,31435.65461472762,24,4.77,33,9745,630,1
L3024,11041.995458821206,48,5.66,33,3423,579,1
L3025,45351.85923329458,36,8.17,22,14059,414,0
L3026,47055.09429092168,48,7.53,52,14587,509,0
L3027,33345.342406612566,24,3.57,51,10337,746,1
L3028,41964.74406187703,24,4.68,31,13009,693,1
L3029,21151.72778950939,12,6.79,57,6557,480,0
L3030,35829.2268656521,60,4.22,24,11107,764,1
L3031,27893.6998926167,60,9.39,54,8647,327,0
L3032,12616.19755753717,48,8.05,36,3911,492,0
L3033,44816.372453813325,36,6.84,51,13893,555,1
L3034,10771.026245107802,36,4.91,45,3339,723,0
L3035,13696.848588418008,12,9.09,59,4246,390,0
L3036,27245.3092740882,24,8.25,28,8446,444,0
L3037,45513.15043193351,12,3.27,28,14109,751,1
L3038,15971.054489226932,60,5.2,54,4951,727,1
L3039,8054.882460028206,24,7.7,35,2497,541,0
L3040,42387.32700231102,12,3.88,25,13140,785,1
L3041,9000.048884052341,48,8.72,39,2790,330,0
L3042,46426.05861622986,60,9.45,30,14392,359,0
L3043,32906.63034631467,36,3.66,29,10201,775,1
L3044,16445.250613225387,12,7.77,49,5098,400,0
L3045,32851.79133877743,60,7.18,60,10184,572,1
L3046,15535.56825290182,60,4.34,57,4816,777,1
L3047,7503.266560683063,36,9.77,39,2326,357,0
L3048,44380.88621748821,36,4.17,33,13758,804,1
L3049,9296.824689547973,36,4.77,60,2882,686,0
L3050,11841.999804070303,12,4.09,36,3671,760,1
L3051,22587.219457395877,36,8.79,50,7002,344,0
L3052,35255.0301984975,48,6.76,25,10929,590,1
L3053,13464.589262377947,60,6.71,53,4174,557,1
L3054,23338.836443053293,36,7.11,39,7235,545,0
L3055,9429.083472431897,60,6.6,39,2923,539,0
L3056,20213.013013430813,24,5.08,37,6266,712,1
L3057,32619.532012737374,24,8.63,44,10112,427,0
L3058,47335.740976553425,36,6.98,48,14674,575,1
L3059,15561.374844684047,60,3.97,62,4824,717,1
L3060,22925.93097453763,24,7.55,57,7107,506,0
L3061,28609.832814573554,36,6.08,42,8869,664,1
L3062,24903.361069850922,60,4.75,59,7720,645,1
L3063,36596.97297117341,36,8.81,36,11345,459,0
L3064,13129.10356920897,60,8.1,55,4070,395,0
L3065,30148.55084958895,24,5.45,47,9346,724,1
L3066,27561.440023420502,36,9.17,32,8544,415,0
L3067,21290.43822033887,24,7.78,48,6600,511,0
L3068,9419.406000513562,36,5.47,21,2920,606,0
L3069,26100.141763751788,12,5.97,59,8091,567,1
L3070,17683.96701877238,24,8.86,38,5482,343,0
L3071,27329.18069738044,24,4.78,43,8472,757,1
L3072,11106.511938276777,48,3.36,42,3443,771,1
L3073,47416.386575872886,24,9.94,24,14699,308,0
L3074,15487.18089331014,60,8.08,31,4801,488,0
L3075,12177.485497239279,36,5.05,38,3775,680,1
L3076,32967.92100179746,12,9.13,27,10220,414,0
L3077,13845.236491165824,60,3.74,41,4292,801,1
L3078,18396.87411675645,60,5.23,55,5703,687,1
L3079,9112.952723099592,60,4.75,57,2825,738,0
L3080,31325.97659965315,60,6.59,50,9711,618,1
L3081,18519.455427722038,12,3.35,37,5741,743,1
L3082,33322.76163880311,48,9.32,53,10330,327,0
L3083,20813.016272367637,24,5.84,36,6452,697,1
L3084,13738.78430006413,60,8.12,35,4259,376,0
L3085,10200.055401925987,24,4.88,33,3162,657,0
L3086,17545.2565879429,24,7.7,59,5439,485,0
L3087,14622.66006860547,60,7.68,23,4533,533,0
L3088,24554.97208079083,48,5.98,44,7612,547,0
L3089,37261.492709565806,24,3.91,43,11551,698,0
L3090,32032.432049691666,36,6.15,21,9930,628,0
L3091,13629.106284989657,24,10.02,52,4225,304,0
L3092,41135.70730087292,60,5.08,53,12752,647,0
L3093,18296.873573600315,12,5.82,50,5672,698,1
L3094,13419.427726759046,24,6.77,22,4160,558,1
L3095,33787.28029088323,48,4.98,38,10474,718,1
L3096,36551.81143555451,36,4.76,50,11331,690,0
L3097,12248.453624640408,36,9.29,38,3797,414,0
L3098,46219.60588197202,12,9.39,25,14328,303,0
L3099,42487.32754546716,12,8.79,25,13171,427,0
L3100,36716.328458166216,24,9.01,28,11382,308,0
L3101,10464.572967693834,60,5.91,29,3244,623,0
L3102,29254.997609129277,48,8.57,52,9069,417,0
L3103,31913.076562698858,36,3.43,34,9893,766,1
L3104,20671.08001756538,12,3.75,33,6408,762,1
L3105,12677.488213019964,48,7.68,38,3930,424,0
L3106,14574.27270901379,60,7.79,24,4518,522,0
L3107,6603.261672277828,36,6.1,42,2047,627,0
L3108,6880.68253393679,36,6.54,40,2133,558,0
L3109,24758.198991075886,60,9.16,35,7675,366,0
L3110,42703.45775164333,36,8.8,27,13238,361,0
L3111,14077.495817205883,60,3.17,33,4364,825,1
L3112,17771.0642660374,36,6.64,54,5509,578,1
L3113,44187.33677912149,24,7.77,61,13698,422,0
L3114,39758.280464496456,60,5.76,50,12325,571,0
L3115,29525.96682284268,48,4.5,25,9153,801,1
L3116,19658.171290112892,24,6.0,21,6094,568,1
L3117,14635.563364496586,48,7.15,51,4537,517,0
L3118,32245.336431895055,36,8.42,40,9996,458,0
L3119,25754.97859866448,48,5.5,39,7984,659,0
L3120,14422.658982293196,24,4.34,49,4471,764,1
L3121,14303.303495300388,60,3.0,58,4434,843,0
L3122,22648.51011287867,12,6.58,30,7021,547,0
L3123,20435.59486755254,48,6.63,49,6335,590,0
L3124,17812.99997768352,12,8.86,51,5522,335,0
L3125,13887.172202811946,48,9.03,31,4305,365,0
L3126,46229.28335389036,48,4.73,43,14331,726,1
L3127,23506.579289637782,60,8.5,50,7287,456,0
L3128,38716.33932128896,36,7.81,45,12002,420,0
L3129,8590.369239509457,24,8.44,36,2663,491,0
L3130,24777.553934912557,24,4.87,43,7681,775,1
L3131,30461.455774948477,24,4.49,53,9443,653,0
L3132,25625.945639753332,36,3.0,57,7944,842,1
L3133,42729.26434342556,12,4.56,48,13246,656,1
L3134,31529.2035099382,24,3.0,47,9774,830,1
L3135,22093.668389560746,12,4.1,26,6849,779,1
L3136,20000.108631227424,36,9.19,58,6200,372,0
L3137,29345.320680367076,36,4.19,57,9097,690,1
L3138,22651.735936851448,60,9.29,26,7022,375,0
L3139,17716.225258500162,24,8.23,45,5492,487,0
L3140,24090.453428710713,60,5.92,33,7468,637,0
L3141,32061.464465446672,24,3.56,53,9939,775,1
L3142,35951.808176617684,36,5.07,53,11145,605,1
L3143,11848.45145201586,36,8.16,45,3673,461,0
L3144,10780.703717026137,48,9.66,34,3342,346,0
L3145,44138.94941952982,48,10.0,60,13683,323,0
L3146,41722.80726391863,36,4.77,61,12934,635,1
L3147,39664.731569285876,36,6.37,62,12296,583,0
L3148,33648.56986005375,12,7.54,58,10431,473,0
L3149,27645.311446712745,12,6.58,29,8570,606,1
L3150,41342.16003513076,60,7.46,38,12816,529,0
L3151,16287.185238559237,48,9.31,35,5049,417,0
L3152,26719.499966525284,48,10.02,24,8283,352,0
L3153,39680.86068914977,36,7.6,54,12301,491,0
L3154,20151.72235794802,36,4.31,58,6247,822,1
L3155,46506.70421554932,60,7.43,37,14417,440,0
L3156,27658.21474260386,48,7.49,27,8574,412,0
L3157,37596.97840273478,12,5.8,52,11655,563,1
L3158,23648.51554444004,24,3.46,43,7331,790,1
L3159,7738.751710695902,60,6.1,40,2399,643,0
L3160,41655.06496049028,24,3.12,22,12913,822,1
L3161,12700.068980829416,12,9.21,41,3937,398,0
L3162,47832.517868361334,12,4.46,32,14828,772,1
L3163,33461.47206963259,24,10.19,62,10373,322,0
L3164,9916.182892321469,60,6.27,47,3074,538,0
L3165,14751.693027516614,24,6.63,30,4573,562,0
L3166,14183.948008307578,60,6.25,28,4397,624,1
L3167,36364.71364513335,60,4.62,41,11273,686,1
L3168,7800.042366178695,36,9.04,42,2418,421,0
L3169,36619.55373898286,48,6.7,33,11352,599,1
L3170,8512.94946416277,48,5.16,60,2639,616,0
L3171,13174.265104827871,12,9.07,32,4084,319,0
L3172,21254.954156638305,36,3.0,37,6589,841,1
L3173,7606.492927811979,48,6.89,29,2358,599,0
L3174,12267.80856847708,60,3.39,60,3803,769,1
